,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross
29713,tt4622340,Curious George 3: Back to the Jungle,2015,81.0,"Adventure,Animation,Comedy",,1313940.0
29731,tt4624424,Storks,2016,87.0,"Adventure,Animation,Comedy","{'amount': 70000000, 'currency': 'USD'}",183388953.0
29744,tt4625840,Spices of Liberty,2016,115.0,"Drama,Family,Romance",,13463.0
29770,tt4630158,A Space Program,2015,72.0,"Adventure,Documentary,Drama",,13739.0
29772,tt4630444,Being Charlie,2015,97.0,"Drama,Romance","{'amount': 3000000.0, 'currency': 'USD'}",32964.0
29778,tt4631048,The Texture of Falling,2018,75.0,Drama,"{'amount': 200000.0, 'currency': 'USD'}",5010.0
29779,tt4632316,Gleason,2016,110.0,Documentary,,583664.0
29784,tt4633036,Generation Found,2016,85.0,Documentary,,151751.0
29787,tt4633340,Mr. Chibbs,2017,86.0,Documentary,,8302.0
29788,tt4633662,The Charnel House,2016,90.0,"Horror,Thriller",,6332.0
29789,tt4633690,Shot Caller,2017,121.0,"Crime,Drama,Thriller",,3440362.0
29790,tt4633694,Spider-Man: Into the Spider-Verse,2018,117.0,"Action,Adventure,Animation","{'amount': 90000000.0, 'currency': 'USD'}",375540831.0
29799,tt4637878,"A Woman, a Part",2016,97.0,Drama,,23562.0
29801,tt4638148,Braid,2018,82.0,"Horror,Mystery,Thriller",,80745.0
29807,tt4642044,Riot,2015,87.0,Action,,124358.0
29825,tt4645358,Who Will Write Our History,2018,95.0,"Documentary,History","{'amount': 1500000.0, 'currency': 'USD'}",138868.0
29842,tt4649416,Almost Christmas,2016,111.0,"Comedy,Drama","{'amount': 17000000, 'currency': 'USD'}",42580920.0
29854,tt4651520,Bad Moms,2016,100.0,Comedy,"{'amount': 20000000, 'currency': 'USD'}",183936074.0
29863,tt4652650,Please Stand By,2017,93.0,"Comedy,Drama",,406732.0
29883,tt4656396,El camino más largo,2016,88.0,Musical,,7013.0
29895,tt4660172,Brave New Jersey,2016,86.0,Comedy,,16544.0
29911,tt4662420,All Nighter,2017,86.0,"Comedy,Drama",,96162.0
29916,tt4663548,All Saints,2017,108.0,Drama,"{'amount': 2000000, 'currency': 'USD'}",5949446.0
29937,tt4667094,Fifty Shades of Black,2016,92.0,Comedy,"{'amount': 5000000.0, 'currency': 'USD'}",22227514.0
29948,tt4669186,Kevin Hart: What Now?,2016,96.0,"Comedy,Documentary","{'amount': 9900000, 'currency': 'USD'}",23591043.0
29949,tt4669204,Tap World,2015,72.0,"Documentary,History,Music",,26747.0
29950,tt4669252,Georgetown,2019,99.0,"Biography,Crime,Drama",,2132.0
29951,tt4669264,Beirut,2018,109.0,"Drama,Thriller",,7509436.0
29952,tt4669296,Lords of Chaos,2018,118.0,"Biography,Drama,Horror",,365353.0
29956,tt4669788,On the Basis of Sex,2018,120.0,"Biography,Drama","{'amount': 20000000.0, 'currency': 'USD'}",38755900.0
29979,tt4677924,Woodshock,2017,100.0,"Drama,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",43682.0
30000,tt4682136,The Seagull,2018,98.0,"Comedy,Drama,Romance",,1820461.0
30006,tt4682786,Collateral Beauty,2016,97.0,"Drama,Romance","{'amount': 36000000, 'currency': 'USD'}",88528280.0
30014,tt4683668,Harold and Lillian: A Hollywood Love Story,2015,94.0,"Biography,Documentary",,78301.0
30028,tt4685806,The Con Is On,2018,90.0,Comedy,"{'amount': 13000000.0, 'currency': 'USD'}",221359.0
30030,tt4685940,Discarnate,2018,84.0,"Horror,Thriller",,13723.0
30038,tt4687276,Range 15,2016,89.0,"Action,Comedy,Horror","{'amount': 1000000.0, 'currency': 'USD'}",621738.0
30043,tt4687782,No Greater Love,2015,94.0,Documentary,,30247.0
30071,tt4694544,Once Upon a Time in Venice,2017,94.0,"Comedy,Crime,Mystery",,855888.0
30075,tt4695012,It Comes at Night,2017,91.0,"Horror,Mystery","{'amount': 5000000.0, 'currency': 'USD'}",19735344.0
30105,tt4699130,Saturday's Warrior,2016,120.0,Musical,,744046.0
30119,tt4700756,Believe,2016,119.0,Drama,"{'amount': 3500000.0, 'currency': 'USD'}",890303.0
30135,tt4703182,Camp Cool Kids,2017,104.0,Family,,5199.0
30164,tt4712076,The Long Dumb Road,2018,90.0,Comedy,,4667.0
30187,tt4715356,Money,2016,86.0,"Crime,Mystery,Thriller",,3041.0
30196,tt4717208,Cops and Robbers,2017,88.0,Action,"{'amount': 5500000.0, 'currency': 'USD'}",19224.0
30216,tt4720702,Bushwick,2017,94.0,"Action,Adventure",,79888.0
30253,tt4729990,Slash,2016,100.0,"Comedy,Fantasy,Romance",,5902.0
30259,tt4731136,A Cure for Wellness,2016,146.0,"Drama,Fantasy,Horror","{'amount': 40000000, 'currency': 'USD'}",26620002.0
30270,tt4733536,American Hero,2015,86.0,"Action,Comedy,Drama","{'amount': 990000.0, 'currency': 'USD'}",51824.0
30301,tt4742670,The von Trapp Family: A Life of Music,2015,98.0,"Biography,Drama,Family","{'amount': 17000000.0, 'currency': 'USD'}",99967.0
30338,tt4761916,Unfriended: Dark Web,2018,92.0,"Crime,Horror,Mystery","{'amount': 1000000, 'currency': 'USD'}",16024987.0
30350,tt4765284,Pitch Perfect 3,2017,93.0,"Comedy,Music","{'amount': 45000000, 'currency': 'USD'}",185400345.0
30397,tt4772418,Gringo,2015,89.0,Comedy,"{'amount': 3000.0, 'currency': 'USD'}",11000000.0
30416,tt4776564,Swap,2016,91.0,"Action,Sci-Fi,Thriller","{'amount': 22400000.0, 'currency': 'USD'}",10857.0
30429,tt4778988,LBJ,2016,98.0,"Biography,Drama,History","{'amount': 26000000.0, 'currency': 'USD'}",2510151.0
30440,tt4779682,The Meg,2018,113.0,"Action,Horror,Sci-Fi","{'amount': 130000000, 'currency': 'USD'}",530259473.0
30458,tt4781612,Imperium,2016,109.0,"Crime,Drama,Thriller",,282817.0
30475,tt4786282,Lights Out,2016,81.0,"Drama,Horror,Mystery","{'amount': 4900000, 'currency': 'USD'}",148868835.0
30512,tt4792524,Bad Grandmas,2017,92.0,"Action,Comedy,Crime",,17688.0
30531,tt4796122,Satanic,2016,85.0,Horror,,349183.0
30537,tt4797082,Making Rounds,2015,64.0,Documentary,,1484.0
30550,tt4799050,Rough Night,2017,101.0,"Comedy,Crime,Thriller","{'amount': 20000000, 'currency': 'USD'}",47347283.0
30552,tt4799066,Midnight Sun,2018,91.0,"Drama,Romance","{'amount': 2800000.0, 'currency': 'USD'}",27365467.0
30566,tt4801232,In Search of Fellini,2017,93.0,"Adventure,Drama,Romance",,25269.0
30582,tt4807408,The Best of Enemies,2019,133.0,"Biography,Drama,History","{'amount': 10000000, 'currency': 'USD'}",10209813.0
30615,tt4814760,Here Alone,2016,98.0,"Drama,Horror,Sci-Fi",,25043.0
30631,tt4817466,Zilla and Zoe,2017,104.0,Comedy,,39003.0
30643,tt4819510,Chicken People,2016,83.0,"Comedy,Documentary,Family",,71723.0
30650,tt4820284,Obit.,2016,93.0,Documentary,,315049.0
30672,tt4824302,Mother's Day,2016,118.0,"Comedy,Drama,Romance","{'amount': 25000000, 'currency': 'USD'}",48782670.0
30673,tt4824308,God's Not Dead 2,2016,120.0,Drama,"{'amount': 5000000.0, 'currency': 'USD'}",24487848.0
30674,tt4824316,Armed,2018,118.0,"Action,Thriller",,3948.0
30719,tt4831810,The Loner,2016,103.0,"Action,Crime,Mystery",,6634.0
30720,tt4832640,Sultan,2016,170.0,"Action,Drama,Sport","{'amount': 13430000, 'currency': 'USD'}",98251790.0
30746,tt4838334,The Fight Within,2016,94.0,"Action,Romance,Sport",,94326.0
30779,tt4843358,Remember Me,2016,85.0,Comedy,,56100000.0
30780,tt4843618,Badsville,2017,97.0,"Action,Drama,Romance",,4153.0
30781,tt4843750,Papa,2018,107.0,Drama,"{'amount': 2500000.0, 'currency': 'USD'}",2297.0
30794,tt4846232,Good Time,2017,101.0,"Crime,Drama,Thriller","{'amount': 4500000.0, 'currency': 'USD'}",3283369.0
30795,tt4846340,Hidden Figures,2016,127.0,"Biography,Drama,History","{'amount': 25000000, 'currency': 'USD'}",236225193.0
30827,tt4853102,Batman: The Killing Joke,2016,76.0,"Action,Animation,Crime","{'amount': 3500000.0, 'currency': 'USD'}",4462034.0
30828,tt4853154,Bill Nye: Science Guy,2017,101.0,Documentary,,74909.0
30861,tt4859168,Then Came You,2018,97.0,"Adventure,Comedy,Drama",,658811.0
30900,tt4866448,Most Beautiful Island,2017,80.0,"Drama,Horror,Thriller",,6582.0
30922,tt4871980,The Perfect Match,2016,96.0,"Comedy,Romance","{'amount': 5000000.0, 'currency': 'USD'}",10414738.0
30923,tt4872078,The Intervention,2016,90.0,"Comedy,Drama",,32919.0
30926,tt4872162,Countdown,2016,90.0,"Action,Crime,Mystery",,29574.0
30931,tt4872260,Ridge Runners,2018,81.0,"Crime,Drama,Thriller",,26019.0
30950,tt4875456,Best and Most Beautiful Things,2016,90.0,Documentary,,3016.0
30960,tt4875962,The Spearhead Effect,2017,90.0,Thriller,,7042.0
30972,tt4877122,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy","{'amount': 50000000, 'currency': 'USD'}",217776646.0
30986,tt4878482,Dumplin',2018,110.0,"Comedy,Drama,Musical",,399198.0
30999,tt4881806,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi","{'amount': 170000000, 'currency': 'USD'}",1310466296.0
31032,tt4886144,The City That Sold America,2018,69.0,"Documentary,History","{'amount': 500000.0, 'currency': 'USD'}",6423.0
31075,tt4897822,Where to Invade Next,2015,120.0,"Comedy,Documentary",,4664756.0
31077,tt4899370,Megan Leavey,2017,116.0,"Biography,Drama,War",,14510490.0
31095,tt4902260,The Eyes,2017,95.0,"Crime,Drama,Mystery",,9104.0
31102,tt4902904,The Resurrection of Gavin Stone,2016,91.0,"Comedy,Drama,Family","{'amount': 2000000.0, 'currency': 'USD'}",2308355.0
31122,tt4907156,Widows,2015,79.0,Comedy,,76000000.0
31145,tt4910718,The Happys,2016,87.0,Comedy,,21108.0
31157,tt4912910,Mission: Impossible - Fallout,2018,147.0,"Action,Adventure,Thriller","{'amount': 178000000, 'currency': 'USD'}",791657398.0
31165,tt4913966,The Curse of La Llorona,2019,93.0,"Horror,Mystery,Thriller","{'amount': 9000000, 'currency': 'USD'}",123133739.0
31203,tt4919484,Little Men,2016,85.0,Drama,"{'amount': 2000000.0, 'currency': 'USD'}",2008649.0
31233,tt4925292,Lady Bird,2017,94.0,"Comedy,Drama","{'amount': 10000000.0, 'currency': 'USD'}",78966486.0
31249,tt4930292,¡He matado a mi marido!,2018,108.0,"Comedy,Crime,Romance",,68017.0
31280,tt4935334,Southbound,2015,89.0,"Fantasy,Horror,Thriller",,35275.0
31281,tt4935372,The Devil's Candy,2015,79.0,"Drama,Horror,Thriller",,772319.0
31282,tt4935446,Heart of a Dog,2015,75.0,Documentary,,476384.0
31283,tt4935462,Amazing Grace,2018,89.0,"Documentary,Music",,7796112.0
31284,tt4935480,Miss Sharon Jones!,2015,93.0,"Documentary,Music",,120880.0
31295,tt4936398,3100: Run and Become,2018,80.0,Documentary,,66789.0
31304,tt4938484,Silicon Cowboys,2016,77.0,"Documentary,History",,8239.0
31342,tt4943570,Alien Encounters in America: UFOs and Extraterrestrial Visitations,2015,150.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",997.0
31379,tt4949290,Cartels,2017,95.0,"Action,Crime,Mystery","{'amount': 6000000.0, 'currency': 'USD'}",37766.0
31391,tt4950110,I'm Not Ashamed,2016,112.0,"Biography,Drama","{'amount': 1500000.0, 'currency': 'USD'}",2082980.0
31418,tt4955162,Barbie in Rock 'N Royals,2015,84.0,"Animation,Family",,2243176.0
31420,tt4955566,Almost Friends,2016,101.0,"Comedy,Drama",,35842.0
31463,tt4967220,Keep the Change,2017,94.0,"Comedy,Romance",,202788.0
31487,tt4972062,Don't Think Twice,2016,92.0,"Comedy,Drama",,4417667.0
31490,tt4972582,Split,2016,117.0,"Horror,Thriller","{'amount': 9000000, 'currency': 'USD'}",278454417.0
31492,tt4973112,Hitting the Apex,2015,138.0,"Documentary,Sport","{'amount': 1000000.0, 'currency': 'USD'}",148792.0
31509,tt4975722,Moonlight,2016,111.0,Drama,"{'amount': 4000000, 'currency': 'USD'}",65336603.0
31512,tt4975920,The Kid,2019,100.0,"Biography,Drama,Western","{'amount': 8000000.0, 'currency': 'USD'}",1561698.0
31513,tt4976192,211,2018,86.0,"Action,Crime,Drama",,1052222.0
31519,tt4978274,Priceless,2016,97.0,"Crime,Drama,Romance",,1499605.0
31520,tt4978710,Marjorie Prime,2017,99.0,"Drama,Mystery,Romance",,213858.0
31531,tt4981636,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family","{'amount': 8500000, 'currency': 'USD'}",23316139.0
31554,tt4986134,Rebel in the Rye,2017,106.0,"Biography,Drama,Romance",,944370.0
31610,tt4998222,American Folk,2017,99.0,"Drama,Musical",,75829.0
31616,tt4998772,Bedeviled,2016,91.0,"Horror,Thriller",,579942.0
31622,tt5000924,Branded,2015,73.0,"Drama,Mystery",,3754000.0
31624,tt5001130,Time to Choose,2015,100.0,Documentary,"{'amount': 3500000.0, 'currency': 'USD'}",29233.0
31631,tt5001718,"Everything, Everything",2017,96.0,"Drama,Romance","{'amount': 10000000, 'currency': 'USD'}",61621140.0
31684,tt5013984,Gully,2019,90.0,Drama,,22517.0
31694,tt5016028,Unlocking the Cage,2016,91.0,"Documentary,Drama,History",,27284.0
31728,tt5022560,Goodland,2017,84.0,"Crime,Mystery,Thriller",,34483.0
31735,tt5023260,The Last Word,2017,108.0,"Comedy,Drama",,2982004.0
31753,tt5028340,Mary Poppins Returns,2018,130.0,"Comedy,Family,Fantasy","{'amount': 130000000, 'currency': 'USD'}",349546142.0
31762,tt5028822,What Happened Last Night,2016,90.0,Comedy,"{'amount': 800000.0, 'currency': 'USD'}",10844.0
31808,tt5037840,Drunk Parents,2019,97.0,Comedy,,1656325.0
31814,tt5039088,The Transfiguration,2016,97.0,"Drama,Horror",,28631.0
31821,tt5040108,Game Day,2017,101.0,"Comedy,Drama",,1624.0
31836,tt5044656,The Shadow Effect,2017,93.0,"Action,Drama,Mystery","{'amount': 3000000.0, 'currency': 'USD'}",43368.0
31861,tt5050328,Nereus,2019,103.0,"Horror,Mystery,Thriller",,10982.0
31870,tt5052448,Get Out,2017,104.0,"Horror,Mystery,Thriller","{'amount': 4500000, 'currency': 'USD'}",255589157.0
31871,tt5052474,Sicario: Day of the Soldado,2018,122.0,"Action,Crime,Drama","{'amount': 35000000, 'currency': 'USD'}",75837743.0
31929,tt5066818,Remember the Goal,2016,88.0,Drama,,119100.0
31994,tt5073020,God Knows Where I Am,2016,97.0,"Biography,Documentary,Drama","{'amount': 1100000.0, 'currency': 'USD'}",21135.0
31995,tt5073094,Safe Haven,2016,120.0,Horror,"{'amount': 10000.0, 'currency': 'USD'}",97500000.0
32035,tt5078656,Champion,2017,116.0,"Drama,Family,Sport","{'amount': 500000.0, 'currency': 'USD'}",175232.0
32070,tt5085924,Wildling,2018,92.0,"Drama,Fantasy,Horror",,504718.0
32081,tt5086772,Man Underground,2016,95.0,"Drama,Sci-Fi",,20907.0
32094,tt5089534,Freak Show,2017,91.0,"Comedy,Drama",,20657.0
32111,tt5092484,Beneath Us,2019,90.0,"Horror,Thriller",,137260.0
32116,tt5093026,Papillon,2017,133.0,"Adventure,Biography,Crime",,10060903.0
32130,tt5095030,Ant-Man and the Wasp,2018,118.0,"Action,Adventure,Comedy","{'amount': 162000000.0, 'currency': 'USD'}",622674139.0
32141,tt5096846,The Boy Downstairs,2017,91.0,"Comedy,Drama,Romance",,73988.0
32164,tt5104604,Isle of Dogs,2018,101.0,"Adventure,Animation,Comedy",,64337744.0
32171,tt5105784,The Free Speech Apocalypse,2015,94.0,Documentary,"{'amount': 500000.0, 'currency': 'USD'}",3726.0
32199,tt5109784,Mother!,2017,121.0,"Drama,Horror,Mystery","{'amount': 30000000, 'currency': 'USD'}",44516999.0
32215,tt5112578,Super Dark Times,2017,103.0,"Drama,Thriller",,33109.0
32223,tt5113040,The Secret Life of Pets 2,2019,86.0,"Adventure,Animation,Comedy","{'amount': 80000000, 'currency': 'USD'}",430051293.0
32237,tt5115546,Ghost Team,2016,83.0,"Comedy,Thriller",,6639.0
32247,tt5116410,Tower,2016,82.0,"Animation,Crime,Documentary",,101987.0
32248,tt5116504,True to the Game,2017,108.0,Drama,,1231040.0
32263,tt5117670,Peter Rabbit,2018,95.0,"Adventure,Animation,Comedy","{'amount': 50000000, 'currency': 'USD'}",351496066.0
32278,tt5119264,Restless Creature: Wendy Whelan,2016,90.0,Documentary,,147780.0
32279,tt5119268,For Ahkeem,2017,90.0,Documentary,,23136.0
32296,tt5121606,The Lady,2015,79.0,"Drama,Mystery",,3755000.0
32318,tt5126654,Second Nature,2016,80.0,Comedy,,3774.0
32332,tt5127484,Going the Distance,2015,65.0,Comedy,,42000000.0
32357,tt5129682,King Cobra,2016,91.0,"Comedy,Crime,Drama",,81757.0
32375,tt5131516,Heavy Water,2015,84.0,Documentary,,99503.0
32403,tt5134588,Chasing Asylum,2016,90.0,Documentary,,211664.0
32465,tt5140878,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller","{'amount': 15000000, 'currency': 'USD'}",306515884.0
32467,tt5142216,Auto Shop of Horrors,2016,87.0,"Comedy,Horror","{'amount': 2000.0, 'currency': 'USD'}",4300.0
32493,tt5143704,Green is Gold,2016,81.0,"Crime,Drama",,455.0
32499,tt5143890,Justice,2017,92.0,Western,"{'amount': 5000000.0, 'currency': 'USD'}",3259.0
32549,tt5153860,Female Fight Club,2017,90.0,"Action,Drama","{'amount': 2000000.0, 'currency': 'USD'}",22253.0
32570,tt5159414,Escape Room,2017,81.0,"Horror,Thriller",,1870824.0
32577,tt5160938,Lizzie,2018,105.0,"Biography,Crime,Drama",,844786.0
32602,tt5164214,Ocean's Eight,2018,110.0,"Action,Comedy,Crime","{'amount': 70000000, 'currency': 'USD'}",297718711.0
32604,tt5164412,The Land,2016,104.0,Drama,,43756.0
32605,tt5164432,"Love, Simon",2018,110.0,"Comedy,Drama,Romance","{'amount': 17000000, 'currency': 'USD'}",66316289.0
32612,tt5165880,Cracked Up,2018,95.0,Documentary,,9197.0
32660,tt5173032,Buster's Mal Heart,2016,96.0,"Drama,Mystery,Thriller",,73121.0
32675,tt5175450,Mark Felt: The Man Who Brought Down the White House,2017,103.0,"Biography,Drama,History",,4372130.0
32684,tt5176580,Wild Nights with Emily,2018,84.0,"Comedy,History",,519487.0
32686,tt5176762,Talent Has Hunger,2016,81.0,Documentary,,7998.0
32702,tt5179598,Billionaire Boys Club,2018,108.0,"Biography,Drama,Thriller","{'amount': 15000000.0, 'currency': 'USD'}",2712606.0
32707,tt5180888,Sollers Point,2017,101.0,Drama,,32608.0
32749,tt5189894,68 Kill,2017,93.0,"Comedy,Crime,Romance",,522.0
32750,tt5190578,Round of Your Life,2019,91.0,"Family,Sport",,20941.0
32771,tt5195412,Wakefield,2016,106.0,"Comedy,Drama",,798214.0
32793,tt5198796,Izzy Gets the Fuck Across Town,2017,86.0,"Comedy,Drama,Music",,20208.0
32795,tt5198868,Robo-Dog: Airborne,2017,88.0,Family,,40564.0
32840,tt5208216,Wonderstruck,2017,116.0,"Drama,Mystery",,3285916.0
32842,tt5208252,Operation Finale,2018,122.0,"Biography,Drama,History","{'amount': 24000000, 'currency': 'USD'}",17612099.0
32846,tt5208950,Kickboxer: Retaliation,2018,110.0,"Action,Drama","{'amount': 10000000.0, 'currency': 'USD'}",101690.0
32854,tt5211044,Revelation: Dawn of Global Government,2016,106.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",19107.0
32876,tt5215486,Dawson City: Frozen Time,2016,120.0,"Documentary,History",,132369.0
32887,tt5217256,The Dying of the Light,2015,95.0,Documentary,,6627.0
32897,tt5219972,Class Rank,2017,108.0,"Comedy,Family,Romance",,10452.0
32898,tt5220122,Hotel Transylvania 3: Summer Vacation,2018,97.0,"Adventure,Animation,Comedy","{'amount': 80000000, 'currency': 'USD'}",528583774.0
32899,tt5220252,Double Play,2017,130.0,Drama,,95952.0
32915,tt5225338,The Eyes of My Mother,2016,76.0,"Drama,Horror",,29539.0
32954,tt5236900,Nuts!,2016,79.0,"Animation,Documentary",,44230.0
32973,tt5239942,Heal,2017,106.0,Documentary,,12668.0
32978,tt5241356,The Freedom to Marry,2016,86.0,Documentary,,16611.0
32983,tt5241760,Eating You Alive,2018,108.0,Documentary,,260534.0
32992,tt5243796,Richard Linklater: Dream Is Destiny,2016,90.0,Documentary,,4641.0
33006,tt5246328,How to Let Go of the World and Love All the Things Climate Can't Change,2016,127.0,Documentary,"{'amount': 1600000.0, 'currency': 'USD'}",36386.0
33021,tt5247026,Person to Person,2017,84.0,"Comedy,Drama",,48499.0
33048,tt5253282,The Bachelors,2017,99.0,"Comedy,Drama",,106212.0
33056,tt5254640,Spa Night,2016,93.0,Drama,,38578.0
33080,tt5258306,Contemporary Color,2016,97.0,"Documentary,Music",,15305.0
33085,tt5259692,Trapped,2016,90.0,Documentary,,63241.0
33086,tt5259966,No manches Frida,2016,114.0,Comedy,,23540937.0
33087,tt5260002,Apparition Hill,2016,115.0,Documentary,"{'amount': 120000.0, 'currency': 'USD'}",170457.0
33114,tt5265492,33 & Beyond: The Royal Art of Freemasonry,2017,90.0,Documentary,,16533.0
33131,tt5268348,Generation Wealth,2018,105.0,Documentary,,287709.0
33152,tt5270948,Chappaquiddick,2017,106.0,"Drama,History,Thriller","{'amount': 13000000.0, 'currency': 'USD'}",18263470.0
33158,tt5271436,Snatched,2015,47.0,"Drama,Horror,Mystery",,60900000.0
33176,tt5275828,Lo and Behold: Reveries of the Connected World,2016,98.0,Documentary,,765796.0
33177,tt5275838,Mapplethorpe: Look at the Pictures,2016,108.0,"Biography,Documentary",,62587.0
33180,tt5275866,Norman Lear: Just Another Version of You,2016,91.0,"Biography,Documentary,History",,70950.0
33182,tt5275884,"Love, Cecil",2017,98.0,Documentary,,107940.0
33187,tt5276004,What We've Become,2016,112.0,Drama,,68584.0
33204,tt5278462,Author: The JT LeRoy Story,2016,110.0,"Biography,Documentary",,99708.0
33205,tt5278464,Holy Hell,2016,100.0,Documentary,,18051.0
33206,tt5278466,Jim: The James Foley Story,2016,111.0,"Biography,Documentary",,8236.0
33208,tt5278578,Newtown,2016,85.0,"Documentary,History",,14109.0
33209,tt5278596,Weiner,2016,96.0,Documentary,,1715955.0
33212,tt5278930,Sky Ladder: The Art of Cai Guo-Qiang,2016,76.0,Documentary,,277761.0
33215,tt5279204,Le Ride,2016,90.0,"Biography,Documentary,History",,22658.0
33228,tt5281134,Dark Night,2016,85.0,Drama,,363.0
33266,tt5291792,Furlough,2018,83.0,Comedy,"{'amount': 3000000.0, 'currency': 'USD'}",8472.0
33275,tt5294198,Catfight,2016,95.0,"Comedy,Drama","{'amount': 350000.0, 'currency': 'USD'}",2666.0
33278,tt5294522,Dreamland,2019,98.0,"Drama,Thriller",,317163.0
33279,tt5294550,All the Money in the World,2017,132.0,"Biography,Crime,Drama","{'amount': 50000000.0, 'currency': 'USD'}",56996304.0
33286,tt5296086,Revelator,2017,109.0,Horror,,4633.0
33308,tt5300754,New York Masali,2017,99.0,"Comedy,Romance",,2220.0
33315,tt5301662,Marshall,2017,118.0,"Biography,Crime,Drama","{'amount': 12000000, 'currency': 'USD'}",10116816.0
33346,tt5308322,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller","{'amount': 4800000, 'currency': 'USD'}",125479266.0
33374,tt5314450,Burden,2018,129.0,Drama,,450189.0
33401,tt5319866,Slamma Jamma,2017,104.0,"Drama,Sport","{'amount': 1000000.0, 'currency': 'USD'}",1687000.0
33405,tt5320124,Everything Is Wonderful,2018,79.0,"Comedy,Drama",,202.0
33417,tt5321814,Madonna and the Breakfast Club,2019,105.0,"Documentary,Drama",,13622.0
33420,tt5322012,Wish Upon,2017,90.0,"Drama,Fantasy,Horror","{'amount': 12000000, 'currency': 'USD'}",23468586.0
33433,tt5324464,Nerve,2015,62.0,"Documentary,History",,85300000.0
33436,tt5325030,My Art,2016,86.0,Drama,,12554.0
33439,tt5325492,Are We Not Cats,2016,77.0,"Comedy,Horror,Romance",,5518.0
33453,tt5327410,One Last Thing,2018,91.0,Drama,,6232.0
33459,tt5328340,Lights Out,2016,90.0,Documentary,"{'amount': 15000.0, 'currency': 'USD'}",148900000.0
33460,tt5328952,Signature Move,2017,80.0,"Comedy,Drama,Romance",,31551.0
